Transaction_ID,Customer_ID,Transaction_Timestamp,Amount,Merchant_Category,Payment_Method,City,State,Country,Device_Type,Customer_Type,Transaction_Status,Fraud_Flag,Risk_Score,Risk_Level,Risk_Factors,Failed_Attempts_24h,Transactions_Last_10_Min,Card_Network,Merchant_ID,Transaction_Currency,IP_Risk_Category
TXN104961,CUST7195,2026-06-03 11:05:00,3735.07,Jewellery,Credit Card,Noida,UP,India,MacOS,,Blocked,No,8,Low,,2,3,RuPay,MID8678,INR ,Blacklisted
TXN143083,CUST4985,2026-06-14 19:12:04,4019.28, Gaming ,Debit  Card,thane,MH,India,android, Regular ,PENDING,No ,16,Critical,,4,6,visa,MID6896,INR,NEW IP
TXN122771,CUST6540,2026-07-04 13:59:00,3504.27,Online Services,Debit Card,Noida,UP,India,iOS,new,Approved,No,12,Low,,8,4,RUPAY,MID2031,INR,NEW IP
TXN-ERROR,CUST2793,2026-05-08 06:12:00,3496.13,,Wallet,Jaipur,RJ,India,Android,Regular,Approved,No,33,Medium,Location Mismatch,6,4,amex ,MID2335,INR,VPN Detected
TXN102811,CUST4732,2026-08-01 10:07:00,6706.78,Jewellery,Credit Card,Hyderabad,TS,India,Windows,Regular,Approved,No,25,Low,New Device,11,2,amex ,MID9590,INR,Blacklisted
TXN123564,CUST9637,2026-01-18 02:15:00,1587.04,Grocery,Credit Card,Kochi,KL,India,Android,Regular,Pending,No,33,Medium,Unusual Time,12,5,Mastercard,MID9577,INR,NEW IP
TXN110168,CUST4138,2026-07-09 17:49:00,2994.09,Jewellery,Credit Card,Chennai,TN,India,MacOS,Regular,Approved,No,4,Low,,3,4,visa,MID9842,,New IP
TXN141112,CUST3686,2026-04-23 23:27:47,860.16,FUEL, UPI ,BENGALURU ,KA,India,android, Premium ,pending,Y,59,Medium,Unusual Time; Location Mismatch; Failed Authentication,8,0, Mastercard ,MID4087,INR,trusted
TXN132144,CUST7910,2026-05-10 10:06:00,24509.24,Electronics,Wallet,Indore,MP,India,iOS,Regular,Blocked,No,20,Low,,12,3,RuPay,MID7298,INR,New IP
TXN118887,CUST1717,2026-03-17 00:11:00,574.16,Online Services,Debit Card,Ahmedabad,GJ,India,Android,Regular,Approved,No,37,Medium,Unusual Time; Failed Authentication,4,1,Mastercard,MID2413,INR,VPN Detected
TXN125227,CUST2274,2026-04-09 12:59:00,3146.97,Travel,Credit Card,Jaipur,RJ,India,MacOS,Regular,Approved,No,6,Low,,12,3,visa,MID3175,INR,NEW IP
TXN114594,CUST7010,2026-04-09 04:35:00,275.75,Travel,Debit Card,Noida,UP,India,iOS,New,Declined,No,23,Low,Unusual Time,2,1,RUPAY,MID7183,INR,Unknown
TXN120816,CUST4918,2026-05-26 21:02:00,8287.58,Healthcare,Debit Card,Jaipur,RJ,India,iOS,Premium,Approved,No,12,Low,,12,5,Mastercard,MID9259,INR,Blacklisted
TXN103132,CUST8124,2026-07-05 23:40:00,5650.77,Electronics,Wallet,Indore,MP,India,MacOS,New,Blocked,No,18,Low,,1,5,visa,MID9113,INR,Unknown
TXN106449,CUST9271,2026-08-15 22:16:00,7621.56,Online Services,Credit Card,Thane,MH,India,Windows,Regular,Approved,No,10,Low,Velocity Alert,3,6,visa,MID9924,INR,Trusted
TXN130020,CUST3923,2026-08-20 11:36:00,1302.98,Fuel,Debit Card,Bangalore,KA,India,iOS,New,Approved,No,1,Low,,0,3,RuPay,MID6871,inr, VPN Detected
TXN106151,CUST4022,2026-04-11 18:01:00,2734.38,Online Services,,Kochi,KL,India,Windows,Premium,Approved,No,46,Medium,New Device; Velocity Alert,2,2,visa,MID5929,INR, VPN Detected
TXN109368,CUST9140,2026-07-07 15:55:00,2234.29,Grocery,Debit Card,Nagpur,MH,India,Windows,New,Approved,No,16,Low,,11,3,amex ,MID5917,INR,trusted
TXN112184,CUST7449,2026-01-03 20:20:00,1313.26,Grocery,UPI,Chennai,TN,India,,Premium,Approved,No,12,Low,,5,4,visa,MID2040,INR,Blacklisted
TXN121490,CUST8644,2026-08-20 19:16:00,2050.28,Jewellery,Wallet,Delhi,DL,India,Android,Regular,Approved,No,5,Low,,6,0,visa,MID2466,INR,VPN Detected
TXN124057,CUST2155,2026-08-05 01:15:00,231.91,Fuel,Net Banking,Nagpur,MH,India,Android,Premium,Approved,No,21,Low,Unusual Time,3,0,RuPay,MID2206,INR,Blacklisted
TXN115960,CUST7548,2026-04-17 10:11:00,26429.81,Clothing,Credit Card,Bengaluru,KA,India,iOS,Regular,Approved,No,14,Low,,1,2,visa,MID2811,INR,VPN Detected
TXN141369,CUST2053,2026-09-01 04:00:05,2541.16,ELECTRONICS, Credit Card ,Jaipur,RJ,India,ANDROID,NEW,Pending,YES,67,Low,Velocity Alert,2,5,RUPAY,MID2249,USD, VPN Detected
TXN111766,CUST2038,2026-06-16 09:33:00,890.03,Clothing,UPI,Nashik,MH,India,,Regular,Approved,No,1,Low,,5,1,visa,MID3213,INR,
TXN100221,CUST2622,2026-05-19 05:29:00,612.65, Jewellery ,Wallet,Thane,MH,India,Windows,Regular,Approved,No,1,Low,,4,1,Mastercard,MID5518,USD,trusted
TXN100195,CUST2738,2026-05-29 22:36:00,1282.26,Gaming,,Delhi,DL,India,iOS,Regular,Approved,No,1,Low,,11,1, Mastercard ,MID6344,INR,VPN Detected
TXN105471,CUST1859,2026-06-21 10:23:00,2579.3,Travel,Net Banking,Pune,MH,India,MacOS,New,Declined,Yes,55,Medium,Velocity Alert,0,5,Amex,MID7026,INR,NEW IP
TXN111285,CUST2062,2026-05-28 07:37:00,1416.94,Education,Debit Card,Mumbai,MH,India,Windows,Regular,Approved,No,1,Low,,10,2,Amex,MID8984,INR,Trusted
TXN139906,CUST9565,2026-05-24 03:06:20,343.3,Food  &  Dining,debit card,KOLKATA ,WB,India, Windows ,PREMIUM,blocked,Yes,89,Critical,Unusual Time; Velocity Alert,3,6,Amex,MID6253,INR,Blacklisted
TXN106007,CUST7663,2026-03-22 23:54:00,3530.82,Clothing,Credit Card,Noida,UP,India,iOS,New,Declined,No,3,Low,,10,1,Amex,MID4332,INR,Unknown
TXN130487,CUST3509,2026-03-01 02:44:00,978.1,Healthcare,Wallet,Kolkata,WB,India,MacOS,New,Approved,No,4,Low,Unusual Time,8,2,Mastercard,MID4219,INR,VPN Detected
TXN126599,CUST4635,2026-09-11 17:49:00,Rs.14049.51,Food & Dining,Wallet,Mumbai,MH,India,MacOS,New,Approved,No,1,Low,,7,1,Amex,MID3421,INR,Blacklisted
TXN109785,CUST8884,2026-03-28 01:29:00,3019.89,Electronics,Wallet,Nashik,MH,India,Android,Regular, Approved ,No,20,Low,Unusual Time,2,1,amex ,MID5718,INR,NEW IP
TXN126962,CUST5272,2026-08-13 15:12:00,3497.47,Clothing, Wallet ,Kochi,KL,India,MacOS,Premium,Approved,No,17,Low,,11,0,amex ,MID2297,INR,Trusted
TXN126016,CUST8499,2026-06-17 08:30:00,145.77,Clothing,Debit Card,Hyderabad,TS,India,Windows,Regular,Approved,No,17,Low,,0,6,amex ,MID2716,INR,Blacklisted
TXN115295,CUST4184,2026-08-06 18:32:00,Rs.-524.36,Food & Dining,Credit Card,,MH,India,MacOS,Regular,Approved,No,3,Low,,10,4,RuPay,MID7073,inr,NEW IP
TXN107222,CUST3261,2026-03-19 05:57:00,958.55,Education,Net Banking,Gurugram,HR,India,MacOS,Premium,Pending,No,5,Low,,1,5,visa,MID3376,INR,trusted
TXN138808,CUST4067,2026-06-21 22:31:23,1460.96,ONLINE SERVICES, UPI , gurugram,HR,India,ios,premium,blocked,Yes,81,Medium,Failed Authentication,12,4,Amex,MID8530,INR,NEW IP
TXN111386,CUST7894,2026-03-30 12:37:00,18175.75,Education,Credit Card,Surat,GJ,India,Android,Premium,Approved,No,32,Medium,Location Mismatch,7,3,Visa,MID2796,INR,Blacklisted
TXN100470,CUST6825,2026-07-26 10:56:00,15335.62,Education,Debit Card,Lucknow,UP,India,Android,Regular,Approved,No,1,Low,,1,1, Mastercard ,MID3372,USD,VPN Detected
TXN112715,CUST8913,2026-03-23 03:46:00,10105.58,Food & Dining,Debit Card,Ahmedabad,GJ,India,iOS,New,Approved,No,33,Medium,Unusual Time,7,2,RuPay,MID5721,INR,VPN Detected
TXN101908,CUST1753,2026-05-21 08:52:00,1315.53,Food & Dining,Net Banking,Delhi,DL,India,Android,New,Approved,No,7,Low,,5,2,RUPAY,MID8756,INR ,trusted
TXN127724,CUST6891,2026-04-30 19:31:00,4480.38,Education,Wallet,Ahmedabad,GJ,India,iOS,Regular,Approved,No,4,Low,,7,3,amex ,MID2767,INR,Blacklisted
TXN101394,CUST9130,2026-08-04 07:29:00,16791.9,Food & Dining,UPI,Surat,GJ,India,MacOS,Regular,Approved,No,1,Low,,11,1,Visa,MID9067,INR,New IP
TXN137201,CUST8827,2026-09-10 08:58:50,197.56, nan ,Credit Card,pune,MH,India,ANDROID,PREMIUM,blocked,Y,55,Low,Velocity Alert,3,5, Mastercard ,MID3439,INR,VPN Detected
TXN106655,CUST2780,2026-01-12 16:52:00,4470.88,Travel,Wallet,Thane,MH,India,Android,Premium,Approved,No,13,Low,,5,1,RUPAY,MID1794,INR,VPN Detected
TXN123622,CUST2434,2026-07-05 04:58:00,4741.88,Online Services,Credit Card,Gurugram,HR,India,iOS,Premium,Approved,No,34,Medium,Unusual Time,8,6,,MID2899,inr,Blacklisted
TXN126121,CUST1979,2026-01-04 23:58:00,1434.64,Fuel,Debit Card,Kolkata,WB,India,Android,New,Approved,Yes,25,Low,,12,4,Visa,MID4139,Rs,New IP
TXN121055,CUST6528,2026-01-07 17:19:00,5106.38,Gaming,Debit Card,Noida,UP,India,iOS,Premium,Approved,No,9,Low,,0,0,amex ,MID6567,INR,Blacklisted
TXN119305,CUST8430,2026-05-27 05:36:00,2336.62,Education,UPI,Bangalore,KA,India,iOS,New,Approved,No,1,Low,,2,0, Mastercard ,MID5578,INR, VPN Detected
TXN133972,CUST2982,2026-07-09 05:36:00,7248.19,Grocery,UPI,Hyderabad,TS,India,Android,Premium,Approved,No,11,Low,,2,2,RUPAY,MID4458,INR,VPN Detected
TXN137561,CUST3178,2026-03-21 04:47:55,1485.02,JEWELLERY,wallet,Chennai,TN,India,Windows,New, Approved ,No,13,Medium,High Amount; Unusual Time; Location Mismatch,14,0,visa,MID4688,Rs,VPN Detected
TXN113802,CUST5926,2026-02-26 16:53:00,2020.62,Utilities,Net Banking,Gurugram,HR,India,MacOS,New,Approved,No,12,Low,,0,1,Mastercard,MID7774,INR,Trusted
TXN114121,CUST1477,2026-07-01 15:58:00,3399.58,Travel,Credit Card,Bengaluru,KA,India,Android,Regular,Approved,No,27,Low,Location Mismatch,7,2,Mastercard,MID5095,INR,NEW IP
TXN102909,CUST3452,2026-05-02 09:00:00,445.46,Utilities,Net Banking,Chennai,TN,India,MacOS,Regular,Approved,No,17,Low,Failed Authentication,5,6,RUPAY,MID2132,INR, VPN Detected
TXN100717,CUST4346,2026-06-13 10:19:00,1823.78,Education,Wallet,Ahmedabad,GJ,India,MacOS,Regular,Declined,No,7,Low,,10,2,Amex,MID8304,INR,Blacklisted
TXN128708,CUST6255,2026-06-29 15:56:00,360.25,Grocery,UPI,Chennai,TN,India,Android,New,Approved,No,1,Low,,6,3,amex ,MID7205,INR,New IP
TXN129973,CUST7736,2026-02-03 19:24:00,13032.29,Grocery,Debit Card,Kochi,KL,India,MacOS,Regular,Approved,No,24,Low,Velocity Alert,12,6,RUPAY,MID4910,INR,NEW IP
TXN129422,CUST2886,2026-01-22 12:41:00,833.19,Electronics,Debit Card,Kolkata,WB,India,Android,New,Blocked,No,1,Low,,6,6, Mastercard ,MID9394,INR,trusted
TXN120228,CUST1121,2026-03-14 06:18:00,687.74,Grocery,Net Banking,Kochi,KL,India,Android,Regular,Approved,No,14,Low,,3,0,amex ,MID1667,INR, VPN Detected
TXN107297,CUST8406,2026-08-17 14:44:00,2387.06,Fuel,Net Banking,Ahmedabad,GJ,India,Android,Premium,Approved,No,5,Low,,2,1,Amex,MID8939,INR,Trusted
TXN100649,CUST4708,2026-04-24 04:34:00,1296.43,Healthcare,Net Banking,Noida,UP,India,Android,Regular,Declined,Yes,41,Medium,Unusual Time,0,0,Visa,MID4783,INR, VPN Detected
TXN127528,CUST5831,2026-03-07 09:22:00,2989.3,Education,UPI,Lucknow,UP,India,Android,New,Approved,No,7,Low,,0,6,Visa,MID9763,INR,Blacklisted
TXN111317,CUST1500,2026-03-14 07:37:00,1784.32,Fuel,Debit Card,Indore  ,MP,India,iOS,Premium,Approved,No,14,Low,,10,1,,MID2699,INR,NEW IP
TXN105276,CUST4855,2026-09-08 13:35:00,6015.58,Grocery,,thane,MH,India,Android,New,Pending,No,31,Medium,Location Mismatch,7,1, Mastercard ,MID7514,INR,trusted
TXN136778,CUST2845,2026-11-08 17:05:47,4529.67, Education ,Credit  Card,Nashik,MH,India,MACOS, New ,Declined,Y,20,Medium,New Device; Velocity Alert; Location Mismatch,8,2,Visa,MID8321,INR , VPN Detected
TXN129796,CUST2119,2026-02-09 06:05:00,1629.43,Jewellery,Wallet,Noida,UP,India,MacOS,regular,Approved,No,4,Low,,9,1,visa,MID7830,inr,New IP
TXN107038,CUST3799,2026-01-07 07:34:00,,Online Services,Credit Card,Kochi,KL,India,Android,Regular,Approved,No,17,Low,,3,3,RuPay,MID5234,INR,Trusted
TXN141392,CUST3977,2026-09-14 17:13:10,992.66, Jewellery ,WALLET,Thane,MH,India,iOS, Regular ,PENDING,Y,3,Critical,,12,4,Amex,MID9422,Rs,trusted
TXN105717,CUST2878,2026-08-02 16:06:00,2737.25,Food & Dining,Wallet,Chennai,TN,India,Android,Premium,Declined,No,6,Low,,8,2,visa,MID4588,INR,NEW IP
TXN138319,CUST3231,2026-08-09 14:58:39,1608.84, Utilities , Debit Card , kolkata,WB,India,ANDROID,PREMIUM,Blocked,YES,5,Medium,Unusual Time; New Device; Failed Authentication,12,5,RuPay,MID6218,INR,NEW IP
TXN129640,CUST8890,2026-05-09 01:00:00,1427.22,Clothing,Debit Card,Bengaluru,KA,India,MacOS,Regular,Declined,Yes,45,Medium,Unusual Time,1,2,RuPay,MID9713,INR,trusted
TXN123220,CUST8876,2026-02-06 05:33:00,3935.0,Food & Dining,Wallet,Chennai,TN,India,Windows,Premium,Approved,No,21,Low,Location Mismatch,6,4,RUPAY,MID7625,INR,Unknown
TXN122709,CUST7714,2026-08-10 06:26:00,10512.77,Food & Dining,Wallet,Pune,MH,India,MacOS,Regular,Declined,Yes,45,Medium,Location Mismatch,11,5,RUPAY,,inr,trusted
TXN104325,CUST2234,2026-07-12 23:02:00,850.31,Electronics,UPI,Jaipur,RJ,India,Android,Premium,Approved,No,1,Low,,2,5,amex ,MID2389,INR,VPN Detected
TXN101470,CUST3521,2026-09-25 07:36:00,3627.98,Online Services,Credit Card,Mumbai,MH,India,Windows,Premium,Approved,No,1,Low,,4,5,,MID4307,INR ,Unknown
TXN105922,CUST4959,2026-02-21 02:55:00,6652.18,Clothing,Credit Card,Jaipur,RJ,India,Windows,New,Approved,No,39,Medium,Unusual Time; Location Mismatch,0,5,amex ,MID5371,INR,Trusted
TXN102448,CUST7021,2026-09-24 05:08:00,849.53,Grocery,Credit Card,Bengaluru,KA,India,Windows,Premium,Approved,No,4,Low,,5,4,Mastercard,MID6143,INR, VPN Detected
TXN108978,CUST1382,2026-02-14 22:51:00,1330.82,Education,Net Banking,Gurugram,HR,India,Android,Premium,Approved,No,12,Low,Location Mismatch,3,1,RUPAY,MID1563,INR,Unknown
TXN136763,CUST6722,2026-01-23 05:49:04,1641.96, Food & Dining ,Net Banking,Delhi,DL,India,MacOS, Premium ,Approved, yes ,29,High,New Device; Velocity Alert,1,2,Amex,MID9332,INR,VPN Detected
TXN143537,CUST5780,2026-07-05 19:05:06,2386.01, Jewellery , UPI ,BENGALURU ,KA,India,ANDROID,New,PENDING,Y,19,Medium,Unusual Time; New Device; Velocity Alert,13,3,RuPay,MID7845,INR,Unknown
TXN113256,CUST9385,2026-01-27 15:40:00,988.62,Clothing,UPI,pune,MH,India,Windows,Regular,Approved,No,11,Low,,8,6,visa,MID7759,INR, VPN Detected
TXN115043,CUST3829,2026-01-03 11:04:00,3476.19,Fuel,Credit Card,Nashik,MH,India,iOS,New,Approved,No,17,Low,Velocity Alert,2,1, Mastercard ,MID3383,INR,VPN Detected
TXN116653,CUST1048,2026-09-11 09:06:00,2473.25,Jewellery,Wallet,Lucknow,UP,India,iOS,New,Approved,No,1,Low,,3,5,RuPay,MID1496,INR,trusted
TXN124642,CUST9691,2026-04-04 18:23:00,1784.17,Clothing,Net Banking,Surat,GJ,India,iOS,New,Approved,No,1,Low,,7,3, Mastercard ,,INR,Blacklisted
TXN127970,CUST7945,2026-09-19 07:52:00,2066.85,Clothing,Wallet,Indore,MP,India,Windows,New,Approved,No,2,Low,,5,4,RuPay,MID9937,USD,NEW IP
TXN138387,CUST9934,2026-08-20 17:49:29,2031.23,UTILITIES, UPI ,Nagpur,MH,India, Android ,Premium, Blocked ,No ,36,Critical,High Amount; Unusual Time; Location Mismatch,9,5,Visa,MID7451,INR,trusted
TXN118666,CUST3603,2026-03-04 13:13:00,966.68,Electronics,Net Banking,Gurugram,HR,India,Android,Regular,Pending,No,5,Low,,4,3,RuPay,MID5779,INR,Blacklisted
TXN139549,CUST7732,2026-12-30 22:19:56,929.67,travel,debit card,Jaipur,RJ,India, Windows ,premium,APPROVED,YES,75,Critical,Velocity Alert; Location Mismatch,1,6,RuPay,MID2613,INR,New IP
TXN130756,CUST6450,2026-04-20 05:01:00,2979.7,Clothing,Wallet,Jaipur,RJ,India,Android,Regular,Approved,No,10,Low,,12,4,visa,MID9674,INR,Trusted
TXN133263,CUST7526,2026-05-28 03:18:00,683.18,Education,UPI,Kochi,KL,India,Android,New,Declined,No,19,Low,Unusual Time,5,0,Visa,MID6612,INR,NEW IP
TXN121678,CUST4215,2026-03-09 08:47:00,1313.72,Online Services,Credit Card,Gurugram,HR,India,Android,Premium,Approved,No,13,Low,,5,0,amex ,MID9006,INR,trusted
TXN126406,CUST9953,2026-06-16 16:45:00,1973.52,Gaming,Net Banking,Indore,MP,India,Windows,Premium,Approved,No,21,Low,,5,6,RUPAY,MID2291,INR, VPN Detected
TXN132567,CUST7763,2026-07-12 02:44:00,1868.64,Healthcare,Net Banking,Lucknow,UP,India,Android,Regular,Approved,No,9,Low,Unusual Time,12,1,visa,MID6711,INR,Unknown
TXN121160,CUST9056,2026-06-01 15:44:00,1690.13,Clothing,Wallet,Gurugram,HR,India,Windows,New,Approved,No,4,Low,,4,5,Mastercard,MID7728,Rs,NEW IP
TXN118521,CUST4440,2026-01-30 12:16:00,2343.49,Travel,Credit Card,Pune,MH,India, Android ,Premium,Approved,No,8,Low,,7,0,Visa,MID6062,Rs,Blacklisted
TXN133070,CUST7018,2026-07-18 21:09:00,343.41,Electronics,UPI,Noida,UP,India,Android,New,Approved,No,14,Low,,0,2,Mastercard,MID6369,INR,VPN Detected
TXN115066,CUST7495,2026-03-11 03:48:00,523.77,Travel,Credit Card,Chennai,TN,India,iOS,,Approved,No,26,Low,Unusual Time,11,2,Visa,MID2445,INR,trusted
TXN130125,CUST8621,2026-05-31 11:37:00,4456.92,Clothing,Debit Card,Noida,UP,India,Android,New,Approved,No,1,Low,,2,1,Visa,MID8395,INR,Trusted
TXN111737,CUST4143,2026-09-10 23:30:00,2815.57,Clothing,UPI,Nashik,MH,India,iOS,Regular,PENDING,No,2,Low,,1,0,Amex,MID7275,INR,Trusted
TXN111958,CUST5701,2026-04-14 09:26:00,863.48,Jewellery,Net Banking,Nagpur,MH,India,iOS,Premium,Approved,No,1,Low,,3,0, Mastercard ,MID4338,INR,Trusted
TXN117949,CUST7909,2026-01-23 18:53:00,,Jewellery,Net Banking,Mumbai,MH,India,iOS,Regular,Approved,No,8,Low,,4,0,amex ,MID5502,INR,Trusted
TXN100962,CUST9369,2026-09-01 02:55:00,969.25,Education,Net Banking,Bengaluru,KA,India,Windows,Regular,Approved,No,14,Low,Unusual Time,8,2,RUPAY,MID9064,INR,NEW IP
TXN142720,CUST7350,2026-05-25 06:25:25,650.4,Food  &  Dining,net banking,Calcutta,WB,India, Android ,PREMIUM,Approved,YES,65,Medium,High Amount; Unusual Time,11,5,visa,MID1608,INR,Unknown
TXN142500,CUST9552,2026-03-04 01:16:18,1231.39,FOOD & DINING, Wallet ,thane,MH,India,MacOS,PREMIUM,Pending,YES,69,Low,Location Mismatch; Failed Authentication,5,5,Mastercard,MID6041,INR,trusted
TXN143451,CUST8718,2026-09-09 17:32:53,3229.84, Education ,Net  Banking,Bengaluru,KA,India,Android,NEW,pending,No,79,Critical,Unusual Time; New Device; Velocity Alert,9,4,visa,MID9046,INR ,New IP
TXN105310,CUST3034,2026-08-12 09:33:00,1480.48,Online Services,Wallet,Kolkata,WB,India,MacOS,Premium,Approved,No,11,Low,New Device,3,0, Mastercard ,MID4463,INR,NEW IP
TXN112544,CUST6210,2026-05-16 22:43:00,1987.2,Grocery,Wallet,Nashik,MH,India,iOS,New,Approved,No,1,Low,,11,4,visa,MID8793,INR,Trusted
TXN107200,CUST4511,2026-03-20 08:13:00,733.93,Food & Dining,Debit Card,Delhi,DL,India,Windows,Premium,Approved,No,5,Low,New Device,0,1,amex ,MID8899,INR,New IP
TXN124726,CUST5489,2026-05-19 16:36:00,6472.14,Food & Dining,Credit Card,Chennai,TN,India,MacOS,Regular,Approved,No,12,Low,,2,2, Mastercard ,MID8440,INR,Blacklisted
TXN107489,CUST6114,2026-07-13 16:12:00,322.4,Online Services,UPI,Surat,GJ,India,Android,Regular,Approved,No,1,Low,,12,1,Mastercard,MID4259,INR,Blacklisted
TXN138834,CUST9837,2026-05-10 00:30:39,2388.55, Grocery ,UPI,GURUGRAM ,HR,India,macos,new, Blocked ,No,54,Critical,Velocity Alert; Location Mismatch,6,1, Mastercard ,MID7918,INR,NEW IP
TXN143418,CUST1810,2026-09-20 22:20:39,3149.0,Travel, Credit Card ,Kochi,KL,India,Android, Regular , Declined ,Y,72,Critical,New Device; Velocity Alert; Location Mismatch,6,3,RuPay,MID5363,INR,VPN Detected
TXN139563,CUST1083,2026-04-10 23:23:20,203.34,Clothing,CREDIT CARD,Surat,GJ,India,iOS,Regular,Blocked, yes ,60,High,Velocity Alert,11,4,Amex,MID6123,INR,NEW IP
TXN101718,CUST8962,2026-06-23 22:39:00,4736.86,Food & Dining,UPI,Pune,MH,India,MacOS,New,Approved,No,20,Low,,11,3,amex ,MID4301,INR,NEW IP
TXN110298,CUST5681,2026-04-10 19:00:00,1653.05,Gaming,,Surat,GJ,India,Windows,Regular,Approved,No,1,Low,,4,3,visa,MID1355,INR,NEW IP
TXN139350,CUST9614,2026-09-02 09:24:55,648.62,travel,net banking,New Delhi,DL,India,ANDROID,New,declined, yes ,38,Medium,Unusual Time; Velocity Alert,6,0,Visa,MID2915,INR,VPN Detected
TXN108335,CUST2553,2026-08-02 09:51:00,5942.94,Education,Credit Card,Delhi,DL,India,Windows,New, Approved ,No,29,Low,Velocity Alert,1,3,Mastercard,MID6664,INR,Unknown
TXN135722,CUST3346,2026-08-14 18:59:40,864.9,Food  &  Dining, Net Banking ,Nagpur,MH,India,ios,new,DECLINED,Y,66,High,Unusual Time; Velocity Alert; Failed Authentication,5,4,Visa,MID5553,inr,VPN Detected
TXN105604,CUST1489,2026-03-20 04:38:00,2599.12,Healthcare,Debit Card,Pune,MH,India,Windows,Regular,Approved,No,9,Low,Unusual Time,12,0, Mastercard ,MID8112,INR,Trusted
TXN131113,CUST8147,2026-08-04 14:56:00,3615.22,Healthcare,Debit Card,Bengaluru,KA,India,Windows,Premium,Pending,No,8,Low,,4,2,Amex,MID4482,inr,trusted
TXN117299,CUST8380,2026-08-04 22:08:00,709.68,Grocery,Net Banking,Indore,MP,India,iOS,Premium,APPROVED,No,10,Low,,6,0,Mastercard,MID1271,inr,New IP
TXN127422,CUST8266,2026-03-28 06:19:00,,Travel,Net Banking,Delhi,DL,India,iOS,Regular,Approved,No,17,Low,,5,2,Mastercard,MID2427,INR,VPN Detected
TXN142294,CUST3800,2026-08-12 05:07:06,2909.15,CLOTHING, Wallet , gurugram,HR,India,android,Regular, Blocked ,YES,4,Medium,New Device; Velocity Alert,9,1,amex ,MID8964,INR,Unknown
TXN106238,CUST4075,2026-01-15 14:11:00,861.95,Jewellery,Net Banking,Gurugram,HR,India,Windows,Premium,Approved,No,10,Low,,0,5,visa,MID7466,INR,Blacklisted
TXN127348,CUST3238,2026-04-24 17:53:00,712.51,Fuel,Wallet,Ahmedabad,GJ,India,iOS,Premium,Approved,No,14,Low,,3,1,Amex,MID7653,INR,Trusted
TXN111001,CUST2400,2026-04-04 13:23:00,324.23,Healthcare,Wallet,Chennai,TN,India,MacOS,Regular,Declined,No,24,Low,New Device,7,4,RUPAY,MID2858,INR,Trusted
TXN112092,CUST9514,2026-04-27 17:27:00,216.52,Online Services,Debit Card,Bengaluru,KA,India,MacOS,New,Approved,No,1,Low,,3,6,Visa,MID7081,INR,NEW IP
TXN127903,CUST1587,2026-04-19 06:28:00,1741.92,Grocery,Debit Card,Bengaluru,KA,India,iOS,Regular,Approved,No,7,Low,New Device,11,5,RUPAY,MID3096,INR,Trusted
TXN118750,CUST4449,2026-09-24 13:34:00,4773.81,Online Services,Credit Card,Indore,MP,India,Windows,Regular,Approved,No,29,Low,New Device,7,0,,MID8472,INR,trusted
TXN110284,CUST9576,2026-02-19 13:04:00,6426.45,Healthcare,Credit Card,Lucknow,UP,India,Android,New,Declined,No,1,Low,,2,5,Mastercard,MID6058,INR, VPN Detected
TXN135338,CUST2125,2026-12-23 02:23:32,2869.26,ELECTRONICS,CREDIT CARD,Jaipur,RJ,India, MacOS ,Premium,BLOCKED,YES,29,High,Unusual Time; New Device; Failed Authentication,14,7,RUPAY,MID9233,INR,trusted
TXN116728,CUST4436,2026-02-09 06:44:00,33656.12,Healthcare,Wallet,Surat,GJ,India,iOS,Premium,Approved,No,13,Low,,6,6,Visa,MID7252,INR,New IP
TXN131923,CUST4338,2026-09-25 20:02:00,644.03,Fuel,Credit Card,,UP,India,Android,Regular,Approved,No,5,Low,,9,1,Visa,MID8229,INR,Blacklisted
TXN141051,CUST4846,2026-07-30 13:53:43,3251.0,Clothing,Net  Banking,Pune,MH,India,Android,Regular,Approved,Y,16,Critical,Unusual Time; Location Mismatch; Failed Authentication,2,3,RUPAY,MID1163,INR,trusted
TXN104551,CUST5322,2026-09-05 20:55:00,4493.76,Online Services,Wallet,Indore,MP,India,iOS,Premium,Approved,No,24,Low,New Device,1,5,amex ,MID4539,INR,New IP
TXN121789,CUST1805,2026-04-28 22:59:00,2932.32,Grocery,UPI,Nagpur,MH,India,iOS,Regular,Approved,No,13,Low,,11,4,Mastercard,MID5600,INR,Blacklisted
TXN142922,CUST6078,2026-10-21 19:23:46,343.78,travel,Wallet,Kochi,KL,India, Android ,NEW,pending,YES,63,High,Velocity Alert,6,4,Mastercard,MID8788,INR,Blacklisted
TXN130775,CUST9100,2026-03-01 22:47:00,-493.47,Food & Dining,Debit Card,Surat,GJ,India,Android,New,Approved,No,13,Low,,4,4,amex ,MID2204,INR,NEW IP
TXN124352,CUST3844,2026-05-03 01:10:00,4681.11,Education,Wallet,Indore,MP,India,Windows,Premium,Approved,No,13,Low,Unusual Time,1,6,RUPAY,MID5682,INR,NEW IP
TXN133053,CUST7550,2026-03-13 23:52:00,766.15,Education,Wallet,Hyderabad,TS,India,MacOS,Regular,Approved,No,1,Low,,0,1,RuPay,MID5215,INR,Unknown
